date,br_activity_ipea_monthly_gdp,br_activity_sidra_industry_sa_index,br_credit_spread_bcb_pf_total,br_credit_spread_bcb_pj_total,br_credit_spread_bcb_total,br_credit_stock_bcb_pf_total,br_credit_stock_bcb_pj_total,br_credit_stock_bcb_total,br_delinquency_bcb_pf_total,br_delinquency_bcb_pj_total,br_delinquency_bcb_total,br_ipca_ipea_index,br_ipca_ipea_mom,br_ipca_sidra_mom,br_selic_bcb_monthly_rate,br_unemployment_ipea_rate,br_unemployment_sidra_rate
2007-09-01,223002.7,,,,,401403.0,464106.0,865511.0,,,,2693.21,0.18,,0.8,,
2007-09-30,,112.80231,,,,,,,,,,,,0.18,,,
2007-10-01,241939.4,,,,,413781.0,475254.0,889035.0,,,,2701.29,0.3,,0.93,,
2007-10-31,,116.18552,,,,,,,,,,,,0.3,,,
2007-11-01,241938.4,,,,,423966.0,494849.0,918815.0,,,,2711.55,0.38,,0.84,,
2007-11-30,,114.92268,,,,,,,,,,,,0.38,,,
2007-12-01,242460.2,,,,,431865.0,512056.0,943922.0,,,,2731.62,0.74,,0.84,,
2007-12-31,,115.26214,,,,,,,,,,,,0.74,,,
2008-01-01,237247.7,,,,,439854.0,513560.0,953413.0,,,,2746.37,0.54,,0.93,,
2008-01-31,,117.17629,,,,,,,,,,,,0.54,,,
2008-02-01,232680.4,,,,,445183.0,522260.0,967443.0,,,,2759.83,0.49,,0.8,,
2008-02-29,,116.93209,,,,,,,,,,,,0.49,,,
2008-03-01,242124.4,,,,,456737.0,544862.0,1001598.0,,,,2773.08,0.48,,0.84,,
2008-03-31,,117.13993,,,,,,,,,,,,0.48,,,
2008-04-01,248793.8,,,,,469437.0,557409.0,1026847.0,,,,2788.33,0.55,,0.9,,
2008-04-30,,117.24728,,,,,,,,,,,,0.55,,,
2008-05-01,254936.9,,,,,481067.0,572822.0,1053889.0,,,,2810.36,0.79,,0.88,,
2008-05-31,,118.12643,,,,,,,,,,,,0.79,,,
2008-06-01,265791.2,,,,,489499.0,587334.0,1076833.0,,,,2831.16,0.74,,0.96,,
2008-06-30,,119.6028,,,,,,,,,,,,0.74,,,
2008-07-01,278095.6,,,,,495983.0,598386.0,1094368.0,,,,2846.16,0.53,,1.07,,
2008-07-31,,120.19942,,,,,,,,,,,,0.53,,,
2008-08-01,269235.6,,,,,503962.0,615495.0,1119457.0,,,,2854.13,0.28,,1.02,,
2008-08-31,,118.80086,,,,,,,,,,,,0.28,,,
2008-09-01,265271.2,,,,,514202.0,646485.0,1160687.0,,,,2861.55,0.26,,1.1,,
2008-09-30,,120.16405,,,,,,,,,,,,0.26,,,
2008-10-01,280522.5,,,,,524889.0,668184.0,1193073.0,,,,2874.43,0.45,,1.18,,
2008-10-31,,116.98341,,,,,,,,,,,,0.45,,,
2008-11-01,270698.8,,,,,527421.0,688358.0,1215779.0,,,,2884.78,0.36,,1.02,,
2008-11-30,,109.76129,,,,,,,,,,,,0.36,,,
2008-12-01,264404.8,,,,,534213.0,699775.0,1233987.0,,,,2892.86,0.28,,1.12,,
2008-12-31,,97.67491,,,,,,,,,,,,0.28,,,
2009-01-01,249934.4,,,,,537046.0,698197.0,1235244.0,,,,2906.74,0.48,,1.05,,
2009-01-31,,99.72447,,,,,,,,,,,,0.48,,,
2009-02-01,244024.5,,,,,536225.0,698600.0,1234825.0,,,,2922.73,0.55,,0.86,,
2009-02-28,,102.04228,,,,,,,,,,,,0.55,,,
2009-03-01,262181.7,,,,,542887.0,705416.0,1248303.0,,,,2928.57,0.2,,0.97,,
2009-03-31,,102.51613,,,,,,,,,,,,0.2,,,
2009-04-01,259563.5,,,,,551333.0,703231.0,1254564.0,,,,2942.63,0.48,,0.84,,
2009-04-30,,103.88989,,,,,,,,,,,,0.48,,,
2009-05-01,268324.0,,,,,563782.0,703135.0,1266918.0,,,,2956.46,0.47,,0.77,,
2009-05-31,,105.13483,,,,,,,,,,,,0.47,,,
2009-06-01,275701.2,,,,,573227.0,709695.0,1282923.0,,,,2967.1,0.36,,0.76,,
2009-06-30,,106.66694,,,,,,,,,,,,0.36,,,
2009-07-01,285444.2,,,,,579386.0,734148.0,1313534.0,,,,2974.22,0.24,,0.79,,
2009-07-31,,108.00533,,,,,,,,,,,,0.24,,,
2009-08-01,284240.4,,,,,588539.0,744780.0,1333320.0,,,,2978.68,0.15,,0.69,,
2009-08-31,,109.6982,,,,,,,,,,,,0.15,,,
2009-09-01,283157.9,,,,,600032.0,753080.0,1353111.0,,,,2985.83,0.24,,0.69,,
2009-09-30,,111.19511,,,,,,,,,,,,0.24,,,
2009-10-01,301895.9,,,,,608549.0,763694.0,1372244.0,,,,2994.19,0.28,,0.69,,
2009-10-31,,113.67476,,,,,,,,,,,,0.28,,,
2009-11-01,305048.8,,,,,615678.0,777239.0,1392918.0,,,,3006.47,0.41,,0.66,,
2009-11-30,,115.09709,,,,,,,,,,,,0.41,,,
2009-12-01,313522.8,,,,,626556.0,793960.0,1420515.0,,,,3017.59,0.37,,0.73,,
2009-12-31,,115.55464,,,,,,,,,,,,0.37,,,
2010-01-01,288972.8,,,,,635960.0,794589.0,1430550.0,,,,3040.22,0.75,,0.66,,
2010-01-31,,117.26321,,,,,,,,,,,,0.75,,,
2010-02-01,285723.2,,,,,642199.0,799320.0,1441519.0,,,,3063.93,0.78,,0.59,,
2010-02-28,,117.04734,,,,,,,,,,,,0.78,,,
2010-03-01,311651.6,,,,,654170.0,803921.0,1458091.0,,,,3079.86,0.52,,0.76,,
2010-03-31,,119.77254,,,,,,,,,,,,0.52,,,
2010-04-01,307083.5,,,,,664048.0,810261.0,1474310.0,,,,3097.42,0.57,,0.67,,
2010-04-30,,120.18785,,,,,,,,,,,,0.57,,,
2010-05-01,315988.4,,,,,677815.0,827703.0,1505517.0,,,,3110.74,0.43,,0.75,,
2010-05-31,,119.83396,,,,,,,,,,,,0.43,,,
2010-06-01,321023.2,,,,,685682.0,850742.0,1536422.0,,,,3110.74,0.0,,0.79,,
2010-06-30,,119.35582,,,,,,,,,,,,0.0,,,
2010-07-01,332454.2,,,,,700012.0,856268.0,1556280.0,,,,3111.05,0.01,,0.86,,
2010-07-31,,118.6132,,,,,,,,,,,,0.01,,,
2010-08-01,334225.6,,,,,713615.0,876241.0,1589856.0,,,,3112.29,0.04,,0.89,,
2010-08-31,,118.31553,,,,,,,,,,,,0.04,,,
2010-09-01,331255.9,,,,,727421.0,894120.0,1621541.0,,,,3126.29,0.45,,0.85,,
2010-09-30,,118.57141,,,,,,,,,,,,0.45,,,
2010-10-01,344963.8,,,,,741319.0,910493.0,1651813.0,,,,3149.74,0.75,,0.81,,
2010-10-31,,118.21151,,,,,,,,,,,,0.75,,,
2010-11-01,356707.5,,,,,758646.0,927066.0,1685712.0,,,,3175.88,0.83,,0.81,,
2010-11-30,,119.01658,,,,,,,,,,,,0.83,,,
2010-12-01,355797.4,,,,,775797.0,936912.0,1712708.0,,,,3195.89,0.63,,0.93,,
2010-12-31,,119.6292,,,,,,,,,,,,0.63,,,
2011-01-01,333255.6,,,,,785244.0,933467.0,1718711.0,,,,3222.42,0.83,,0.86,,
2011-01-31,,119.97712,,,,,,,,,,,,0.83,,,
2011-02-01,334982.0,,,,,793544.0,947964.0,1741509.0,,,,3248.2,0.8,,0.84,,
2011-02-28,,121.44625,,,,,,,,,,,,0.8,,,
2011-03-01,347879.6,,26.06,10.22,17.65,800794.0,958884.0,1759678.0,4.62,1.96,3.17,3273.86,0.79,,0.92,,
2011-03-31,,121.7842,,,,,,,,,,,,0.79,,,
2011-04-01,349049.3,,26.66,10.72,18.22,811662.0,971825.0,1783487.0,4.67,2.04,3.24,3299.07,0.77,,0.84,,
2011-04-30,,118.72551,,,,,,,,,,,,0.77,,,
2011-05-01,366256.2,,26.49,10.72,18.14,825658.0,986470.0,1812128.0,4.82,2.15,3.37,3314.58,0.47,,0.99,,
2011-05-31,,122.30915,,,,,,,,,,,,0.47,,,
2011-06-01,370951.2,,26.3,10.5,17.95,838136.0,1002021.0,1840157.0,4.79,2.09,3.32,3319.55,0.15,,0.96,,
2011-06-30,,120.08802,,,,,,,,,,,,0.15,,,
2011-07-01,373143.3,,26.34,10.39,17.94,849018.0,1012580.0,1861598.0,4.9,2.18,3.42,3324.86,0.16,,0.97,,
2011-07-31,,119.84273,,,,,,,,,,,,0.16,,,
2011-08-01,376769.3,,26.05,10.25,17.75,869039.0,1025674.0,1894713.0,4.97,2.15,3.45,3337.16,0.37,,1.07,,
2011-08-31,,118.94998,,,,,,,,,,,,0.37,,,
2011-09-01,361724.6,,26.75,10.57,18.21,881931.0,1053850.0,1935781.0,5.03,2.14,3.46,3354.85,0.53,,0.94,,
2011-09-30,,117.0417,,,,,,,,,,,,0.53,,,
2011-10-01,378491.0,,27.67,10.56,18.68,893987.0,1056671.0,1950658.0,5.17,2.23,3.58,3369.28,0.43,,0.88,,
2011-10-31,,115.77184,,,,,,,,,,,,0.43,,,
2011-11-01,389560.8,,26.82,10.25,18.1,908586.0,1080026.0,1988613.0,5.22,2.2,3.58,3386.8,0.52,,0.86,,
2011-11-30,,116.31525,,,,,,,,,,,,0.52,,,
2011-12-01,391595.1,,25.04,9.83,17.19,921598.0,1112355.0,2033954.0,5.22,2.15,3.54,3403.73,0.5,,0.91,,
2011-12-31,,119.36775,,,,,,,,,,,,0.5,,,
2012-01-01,367215.4,,26.04,10.81,18.22,934121.0,1099064.0,2033185.0,5.36,2.22,3.66,3422.79,0.56,,0.89,,
2012-01-31,,114.31739,,,,,,,,,,,,0.56,,,
2012-02-01,367177.3,,26.79,10.83,18.63,941121.0,1099920.0,2041040.0,5.4,2.27,3.71,3438.19,0.45,,0.75,,
2012-02-29,,115.23356,,,,,,,,,,,,0.45,,,
2012-03-01,392996.5,,26.56,10.67,18.41,953171.0,1125741.0,2078912.0,5.36,2.24,3.67,3445.41,0.21,,0.82,8.0,
2012-03-31,,114.69519,,,,,,,,,,,,0.21,,,8.0
2012-04-01,381795.3,,26.34,10.48,18.21,964854.0,1141731.0,2106585.0,5.41,2.37,3.76,3467.46,0.64,,0.71,7.8,
2012-04-30,,114.60859,,,,,,,,,,,,0.64,,,7.8
2012-05-01,400281.3,,24.76,9.54,16.96,980828.0,1161233.0,2142061.0,5.51,2.29,3.76,3479.94,0.36,,0.74,7.7,
2012-05-31,,115.20515,,,,,,,,,,,,0.36,,,7.7
2012-06-01,398714.5,,24.17,8.89,16.34,994137.0,1180998.0,2175135.0,5.43,2.27,3.71,3482.72,0.08,,0.64,7.6,
2012-06-30,,115.44732,,,,,,,,,,,,0.08,,,7.6
2012-07-01,414617.4,,23.63,8.94,16.12,1004184.0,1188704.0,2192888.0,5.42,2.28,3.72,3497.7,0.43,,0.68,7.5,
2012-07-31,,116.99591,,,,,,,,,,,,0.43,,,7.5
2012-08-01,419906.3,,22.83,8.85,15.69,1022556.0,1197310.0,2219866.0,5.4,2.35,3.75,3512.04,0.41,,0.69,7.3,
2012-08-31,,119.53998,,,,,,,,,,,,0.41,,,7.3
2012-09-01,393524.7,,22.88,8.5,15.52,1025645.0,1218829.0,2244474.0,5.41,2.31,3.72,3532.06,0.57,,0.54,7.1,
2012-09-30,,117.1501,,,,,,,,,,,,0.57,,,7.1
2012-10-01,422672.1,,22.42,8.17,15.14,1041511.0,1234774.0,2276286.0,5.34,2.43,3.76,3552.9,0.59,,0.61,6.9,
2012-10-31,,118.9332,,,,,,,,,,,,0.59,,,6.9
2012-11-01,423816.4,,21.87,8.3,14.93,1056237.0,1254604.0,2310841.0,5.21,2.38,3.67,3574.22,0.6,,0.55,6.8,
2012-11-30,,117.35636,,,,,,,,,,,,0.6,,,6.8
2012-12-01,423195.9,,20.85,7.41,13.95,1076471.0,1291867.0,2368338.0,5.1,2.26,3.55,3602.46,0.79,,0.55,6.9,
2012-12-31,,118.06943,,,,,,,,,,,,0.79,,,6.9
2013-01-01,414131.8,,20.87,8.34,14.47,1088275.0,1277890.0,2366165.0,5.03,2.27,3.54,3633.44,0.86,,0.6,7.2,
2013-01-31,,119.1867,,,,,,,,,,,,0.86,,,7.2
2013-02-01,398645.4,,21.22,8.21,14.59,1094775.0,1288822.0,2383597.0,4.98,2.27,3.51,3655.24,0.6,,0.49,7.8,
2013-02-28,,115.71784,,,,,,,,,,,,0.6,,,7.8
2013-03-01,427409.8,,20.6,8.03,14.21,1108015.0,1319047.0,2427062.0,4.94,2.2,3.45,3672.42,0.47,,0.55,8.0,
2013-03-31,,118.09142,,,,,,,,,,,,0.47,,,8.0
2013-04-01,438856.8,,20.44,7.95,14.11,1124846.0,1324301.0,2449147.0,4.85,2.3,3.47,3692.62,0.55,,0.61,7.9,
2013-04-30,,120.04141,,,,,,,,,,,,0.55,,,7.9
2013-05-01,439054.2,,20.09,7.59,13.78,1143984.0,1343310.0,2487294.0,4.88,2.27,3.47,3706.28,0.37,,0.6,7.6,
2013-05-31,,119.76775,,,,,,,,,,,,0.37,,,7.6
2013-06-01,442857.0,,19.43,7.33,13.34,1160114.0,1371462.0,2531576.0,4.61,2.1,3.25,3715.92,0.26,,0.61,7.5,
2013-06-30,,120.19909,,,,,,,,,,,,0.26,,,7.5
2013-07-01,458458.9,,19.82,7.57,13.69,1173994.0,1371133.0,2545127.0,4.56,2.06,3.21,3717.03,0.03,,0.72,7.4,
2013-07-31,,119.5492,,,,,,,,,,,,0.03,,,7.4
2013-08-01,452862.2,,19.53,7.58,13.55,1190495.0,1387379.0,2577874.0,4.45,2.01,3.13,3725.95,0.24,,0.71,7.2,
2013-08-31,,119.85093,,,,,,,,,,,,0.24,,,7.2
2013-09-01,438766.7,,19.61,7.5,13.53,1202447.0,1394720.0,2597168.0,4.44,2.02,3.14,3738.99,0.35,,0.71,7.0,
2013-09-30,,120.43422,,,,,,,,,,,,0.35,,,7.0
2013-10-01,466166.0,,20.13,7.49,13.79,1212482.0,1391759.0,2604241.0,4.25,2.02,3.06,3760.3,0.57,,0.81,6.8,
2013-10-31,,119.11424,,,,,,,,,,,,0.57,,,6.8
2013-11-01,465693.8,,19.94,7.55,13.74,1227984.0,1418888.0,2646873.0,4.15,1.94,2.97,3780.61,0.54,,0.72,6.5,
2013-11-30,,119.74814,,,,,,,,,,,,0.54,,,6.5
2013-12-01,473552.5,,19.31,7.33,13.28,1249372.0,1461999.0,2711371.0,4.06,1.83,2.86,3815.39,0.92,,0.79,6.2,
2013-12-31,,115.54458,,,,,,,,,,,,0.92,,,6.2
2014-01-01,455935.0,,19.94,8.05,13.99,1263128.0,1450143.0,2713271.0,4.03,1.82,2.84,3836.37,0.55,,0.85,6.5,
2014-01-31,,117.56256,,,,,,,,,,,,0.55,,,6.5
2014-02-01,450358.8,,21.31,8.2,14.75,1270206.0,1455446.0,2725652.0,4.0,1.86,2.86,3862.84,0.69,,0.79,6.8,
2014-02-28,,118.03383,,,,,,,,,,,,0.69,,,6.8
2014-03-01,462159.8,,21.37,8.07,14.72,1281603.0,1470686.0,2752289.0,4.05,1.87,2.88,3898.38,0.92,,0.77,7.2,
2014-03-31,,117.51794,,,,,,,,,,,,0.92,,,7.2
2014-04-01,468767.5,,21.3,8.31,14.81,1294198.0,1477149.0,2771347.0,4.1,1.89,2.92,3924.5,0.67,,0.82,7.2,
2014-04-30,,116.61946,,,,,,,,,,,,0.67,,,7.2
2014-05-01,473347.1,,21.44,8.43,14.95,1311184.0,1486831.0,2798015.0,4.16,1.97,3.0,3942.55,0.46,,0.87,7.0,
2014-05-31,,115.45494,,,,,,,,,,,,0.46,,,7.0
2014-06-01,458516.5,,21.85,8.15,15.02,1324777.0,1499849.0,2824626.0,3.98,1.95,2.9,3958.32,0.4,,0.82,6.9,
2014-06-30,,112.16729,,,,,,,,,,,,0.4,,,6.9
2014-07-01,481994.0,,21.98,8.56,15.3,1333060.0,1497784.0,2830844.0,4.05,1.98,2.96,3958.72,0.01,,0.95,7.0,
2014-07-31,,114.9736,,,,,,,,,,,,0.01,,,7.0
2014-08-01,477052.9,,21.98,8.27,15.18,1348138.0,1509536.0,2857674.0,4.04,2.03,2.98,3968.62,0.25,,0.87,7.0,
2014-08-31,,115.38494,,,,,,,,,,,,0.25,,,7.0
2014-09-01,476520.6,,21.31,8.26,14.84,1361005.0,1535565.0,2896570.0,3.94,2.0,2.91,3991.24,0.57,,0.91,6.8,
2014-09-30,,115.62003,,,,,,,,,,,,0.57,,,6.8
2014-10-01,493304.7,,21.95,8.26,15.18,1378381.0,1541066.0,2919447.0,3.98,2.05,2.96,4008.0,0.42,,0.95,6.7,
2014-10-31,,115.77547,,,,,,,,,,,,0.42,,,6.7
2014-11-01,489484.4,,21.94,8.1,15.12,1390556.0,1566044.0,2956599.0,3.84,1.97,2.85,4028.44,0.51,,0.84,6.6,
2014-11-30,,114.69981,,,,,,,,,,,,0.51,,,6.6
2014-12-01,499867.7,,21.12,7.93,14.61,1416065.0,1601391.0,3017456.0,3.67,1.89,2.73,4059.86,0.78,,0.96,6.6,
2014-12-31,,111.57904,,,,,,,,,,,,0.78,,,6.6
2015-01-01,472913.9,,22.39,8.7,15.68,1430120.0,1591349.0,3021469.0,3.75,1.98,2.82,4110.2,1.24,,0.94,6.9,
2015-01-31,,112.06887,,,,,,,,,,,,1.24,,,6.9
2015-02-01,460156.7,,23.23,9.05,16.28,1433769.0,1599734.0,3033503.0,3.81,1.99,2.85,4160.34,1.22,,0.82,7.5,
2015-02-28,,111.02564,,,,,,,,,,,,1.22,,,7.5
2015-03-01,501752.2,,22.91,8.85,16.03,1445141.0,1625477.0,3070618.0,3.67,2.06,2.82,4215.26,1.32,,1.04,8.0,
2015-03-31,,110.67582,,,,,,,,,,,,1.32,,,8.0
2015-04-01,486614.6,,23.85,9.27,16.75,1453221.0,1617486.0,3070707.0,3.75,2.24,2.96,4245.19,0.71,,0.95,8.1,
2015-04-30,,108.53062,,,,,,,,,,,,0.71,,,8.1
2015-05-01,483239.7,,24.42,9.26,17.05,1461804.0,1630568.0,3092373.0,3.86,2.27,3.02,4276.6,0.74,,0.99,8.2,
2015-05-31,,107.28888,,,,,,,,,,,,0.74,,,8.2
2015-06-01,486647.5,,24.93,9.52,17.44,1469882.0,1640086.0,3109967.0,3.66,2.25,2.92,4310.39,0.79,,1.07,8.4,
2015-06-30,,106.47469,,,,,,,,,,,,0.79,,,8.4
2015-07-01,502275.2,,25.73,9.84,18.06,1475360.0,1643742.0,3119102.0,3.78,2.37,3.03,4337.11,0.62,,1.18,8.6,
2015-07-31,,104.5919,,,,,,,,,,,,0.62,,,8.6
2015-08-01,492505.7,,26.06,10.03,18.32,1486592.0,1657395.0,3143987.0,3.89,2.43,3.12,4346.65,0.22,,1.11,8.8,
2015-08-31,,105.02431,,,,,,,,,,,,0.22,,,8.8
2015-09-01,496004.7,,25.93,9.96,18.21,1493068.0,1681022.0,3174090.0,3.95,2.38,3.12,4370.12,0.54,,1.11,9.0,
2015-09-30,,102.66098,,,,,,,,,,,,0.54,,,9.0
2015-10-01,518828.9,,26.85,10.17,18.83,1496614.0,1670159.0,3166774.0,4.08,2.48,3.24,4405.95,0.82,,1.11,9.1,
2015-10-31,,102.50958,,,,,,,,,,,,0.82,,,9.1
2015-11-01,513819.8,,27.15,10.33,19.09,1508221.0,1678370.0,3186591.0,4.2,2.63,3.38,4450.45,1.01,,1.06,9.1,
2015-11-30,,100.71219,,,,,,,,,,,,1.01,,,9.1
2015-12-01,521918.7,,26.26,9.53,18.21,1518662.0,1710914.0,3229576.0,4.23,2.61,3.37,4493.17,0.96,,1.16,9.1,
2015-12-31,,99.2549,,,,,,,,,,,,0.96,,,9.1
2016-01-01,490284.0,,27.66,11.19,19.78,1521900.0,1686224.0,3208123.0,4.3,2.72,3.47,4550.23,1.27,,1.06,9.6,
2016-01-31,,100.05188,,,,,,,,,,,,1.27,,,9.6
2016-02-01,491011.7,,28.63,11.64,20.56,1522813.0,1669474.0,3192287.0,4.3,2.78,3.5,4591.18,0.9,,1.0,10.3,
2016-02-29,,98.99757,,,,,,,,,,,,0.9,,,10.3
2016-03-01,516985.9,,29.8,11.73,21.28,1527590.0,1643265.0,3170854.0,4.25,2.85,3.53,4610.92,0.43,,1.16,11.0,
2016-03-31,,99.57519,,,,,,,,,,,,0.43,,,11.0
2016-04-01,508058.7,,31.07,11.64,21.99,1526375.0,1624448.0,3150823.0,4.3,3.04,3.65,4639.05,0.61,,1.06,11.3,
2016-04-30,,99.60379,,,,,,,,,,,,0.61,,,11.3
2016-05-01,513267.5,,31.57,11.67,22.32,1533354.0,1624441.0,3157795.0,4.32,3.17,3.73,4675.23,0.78,,1.11,11.3,
2016-05-31,,99.99013,,,,,,,,,,,,0.78,,,11.3
2016-06-01,536459.3,,31.22,11.67,22.17,1536798.0,1603433.0,3140231.0,4.05,2.99,3.51,4691.59,0.35,,1.16,11.4,
2016-06-30,,98.64414,,,,,,,,,,,,0.35,,,11.4
2016-07-01,532947.8,,31.52,12.25,22.68,1538189.0,1588513.0,3126702.0,4.1,3.03,3.56,4715.99,0.52,,1.11,11.7,
2016-07-31,,99.32378,,,,,,,,,,,,0.52,,,11.7
2016-08-01,534761.8,,31.78,12.34,22.93,1546795.0,1578740.0,3125535.0,4.12,3.17,3.64,4736.74,0.44,,1.22,11.9,
2016-08-31,,97.50482,,,,,,,,,,,,0.44,,,11.9
2016-09-01,509975.0,,32.6,11.72,23.12,1550208.0,1571752.0,3121960.0,4.18,3.18,3.68,4740.53,0.08,,1.11,11.9,
2016-09-30,,98.51901,,,,,,,,,,,,0.08,,,11.9
2016-10-01,525162.7,,33.07,12.15,23.61,1547944.0,1557581.0,3105525.0,4.18,3.51,3.84,4752.86,0.26,,1.05,11.9,
2016-10-31,,97.15462,,,,,,,,,,,,0.26,,,11.9
2016-11-01,541530.7,,32.85,11.47,23.23,1558281.0,1556307.0,3114587.0,4.09,3.5,3.8,4761.42,0.18,,1.04,12.0,
2016-11-30,,98.11268,,,,,,,,,,,,0.18,,,12.0
2016-12-01,565780.5,,31.73,10.74,22.31,1569164.0,1548645.0,3117809.0,3.95,3.44,3.7,4775.7,0.3,,1.12,12.1,
2016-12-31,,99.74104,,,,,,,,,,,,0.3,,,12.1
2017-01-01,526564.7,,32.53,12.35,23.59,1574530.0,1511586.0,3086116.0,3.98,3.47,3.73,4793.85,0.38,,1.09,12.7,
2017-01-31,,100.45497,,,,,,,,,,,,0.38,,,12.7
2017-02-01,514120.5,,32.9,11.67,23.55,1575512.0,1507526.0,3083038.0,4.0,3.49,3.75,4809.67,0.33,,0.87,13.3,
2017-02-28,,101.47305,,,,,,,,,,,,0.33,,,13.3
2017-03-01,544312.9,,32.6,11.79,23.5,1584667.0,1505787.0,3090455.0,4.01,3.69,3.85,4821.69,0.25,,1.05,13.9,
2017-03-31,,99.99678,,,,,,,,,,,,0.25,,,13.9
2017-04-01,525238.1,,30.28,11.34,22.01,1586373.0,1496040.0,3082414.0,4.04,3.82,3.93,4828.44,0.14,,0.79,13.7,
2017-04-30,,99.94742,,,,,,,,,,,,0.14,,,13.7
